PlayerId;G;LD;RD;LW;C;RW;Aggression;Bravery;Determination;Teamplayer;Leadership;Temperament;Professionalism;Mental Toughness;Goalie Stamina;Acceleration;Agility;Balance;Speed;Stamina;Strength;Fighting;Screening;Getting Open;Passing;Puck Handling;Shooting Accuracy;Shooting Range;Offensive Read;Checking;Faceoffs;Hitting;Positioning;Shot Blocking;Stickchecking;Defensive Read;G Positioning;G Passing;G Pokecheck;Blocker;Glove;Rebound;Recovery;G Puckhandling;Low Shots;G Skating;Reflexes;Skating;Shooting;Playmaking;Defending;Physicality;Conditioning;Character;Hockey Sense;Goalie Technique;Goalie Overall Positioning
18;0;19;19;20;19;19;7;7;15;15;15;15;15;1;1;11;11;11;12;13;11;5;13;13;10;11;13;9;13;12;5;9;11;5;10;12;1;1;1;1;1;1;1;1;1;1;1;11;15;11;9;9;16;15;13;0;0
20;0;19;19;19;20;19;5;9;15;15;15;15;15;1;1;10;10;12;12;12;12;5;13;13;10;12;12;7;11;13;10;11;10;7;10;12;1;1;1;1;1;1;1;1;1;1;1;11;13;11;10;10;16;14;12;0;0
21;0;19;19;20;19;19;7;8;15;15;15;15;15;1;1;11;11;11;14;13;9;5;8;12;11;12;14;11;12;11;5;7;11;7;11;11;1;1;1;1;1;1;1;1;1;1;1;12;18;12;10;7;16;15;12;0;0
24;0;19;19;19;20;19;8;13;15;15;15;15;15;1;1;11;11;12;11;11;13;5;13;10;10;11;9;6;12;11;11;10;11;7;12;12;1;1;1;1;1;1;1;1;1;1;1;11;10;11;10;11;15;15;11;0;0
29;0;19;19;19;19;20;5;8;15;15;15;15;15;1;1;10;10;12;13;11;10;5;5;10;10;13;10;8;11;13;5;5;13;5;12;13;1;1;1;1;1;1;1;1;1;1;1;11;13;11;10;6;15;15;10;0;0
30;0;19;19;19;19;20;6;7;15;15;15;15;15;1;1;11;11;12;11;13;12;5;7;12;13;13;13;10;13;13;5;10;13;9;13;13;1;1;1;1;1;1;1;1;1;1;1;11;16;12;12;8;16;15;12;0;0
31;0;19;19;20;19;19;5;10;15;15;15;15;15;1;1;14;13;11;11;13;7;5;10;11;14;13;13;10;13;10;9;6;11;9;13;13;1;1;1;1;1;1;1;1;1;1;1;12;16;13;10;7;16;15;12;0;0
32;0;19;19;20;19;19;5;8;15;15;15;15;15;1;1;11;11;11;11;13;12;5;5;13;9;11;11;7;13;11;7;9;10;6;13;11;1;1;1;1;1;1;1;1;1;1;1;11;12;11;10;7;16;15;13;0;0
36;20;0;0;0;0;0;8;1;15;15;15;1;15;10;12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;7;10;11;11;10;10;6;12;9;10;0;0;8;0;1;10;15;0;7;10
43;0;19;20;19;19;19;5;6;15;15;15;15;15;1;1;12;11;11;12;11;13;5;7;9;11;11;11;11;13;11;5;10;11;10;10;11;1;1;1;1;1;1;1;1;1;1;1;11;11;12;10;8;15;14;11;0;0
44;0;19;19;20;19;19;5;5;15;15;15;15;15;1;1;12;10;12;12;12;10;5;5;6;12;13;5;5;12;12;5;7;10;8;13;12;1;1;1;1;1;1;1;1;1;1;1;12;7;12;10;6;16;15;9;0;0
49;0;19;19;20;19;19;7;10;15;15;15;15;15;1;1;11;11;12;11;13;12;5;9;12;13;12;13;9;13;12;5;12;12;9;13;13;1;1;1;1;1;1;1;1;1;1;1;11;15;12;11;10;16;15;12;0;0
54;0;20;19;19;19;19;5;9;15;15;15;15;15;1;1;11;11;11;11;10;9;6;5;7;11;9;9;11;10;11;5;9;11;10;9;13;1;1;1;1;1;1;1;1;1;1;1;11;10;12;10;7;15;15;12;0;0
56;0;19;19;19;20;19;5;5;15;15;15;15;15;1;1;8;10;5;10;11;12;12;9;12;10;5;5;5;5;5;10;5;11;7;10;5;1;1;1;1;1;1;1;1;1;1;1;7;7;11;8;7;15;15;8;0;0
57;0;19;19;19;19;20;5;6;15;15;15;15;15;1;1;6;10;8;11;11;6;5;9;12;10;11;11;5;12;7;5;5;7;5;7;7;1;1;1;1;1;1;1;1;1;1;1;8;10;11;6;6;15;15;12;0;0
61;0;19;19;19;19;20;7;9;15;15;15;15;15;1;1;9;7;8;8;11;12;7;5;10;8;10;12;12;10;10;5;9;12;10;8;8;1;1;1;1;1;1;1;1;1;1;1;8;18;11;10;8;15;15;10;0;0
62;0;19;20;19;19;19;5;9;15;15;15;15;15;1;1;12;12;13;12;14;13;5;5;12;12;13;9;12;13;12;5;10;11;10;11;13;1;1;1;1;1;1;1;1;1;1;1;12;10;12;11;8;17;15;12;0;0
63;0;19;19;19;19;20;5;5;15;15;15;15;15;1;1;11;11;11;13;11;5;5;5;12;9;12;9;5;10;5;5;5;5;5;5;8;1;1;1;1;1;1;1;1;1;1;1;11;9;11;5;5;15;15;11;0;0
64;0;19;19;19;19;20;7;13;15;15;15;15;15;1;1;11;10;12;11;12;12;9;12;12;11;13;13;9;11;13;7;12;12;9;12;12;1;1;1;1;1;1;1;1;1;1;1;11;15;12;11;11;16;14;11;0;0
65;0;19;19;19;19;20;5;5;15;15;15;15;15;1;1;13;5;5;5;13;5;5;7;12;10;8;12;7;10;6;6;5;5;5;10;5;1;1;1;1;1;1;1;1;1;1;1;7;13;11;6;5;16;15;11;0;0
66;20;0;0;0;0;0;8;1;15;15;15;1;15;8;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;13;7;8;11;11;9;10;8;9;10;13;0;0;8;0;1;10;15;0;7;11
68;20;0;0;0;0;0;8;1;15;15;15;1;15;10;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;10;8;10;10;10;10;10;8;9;14;9;0;0;8;0;1;10;15;0;8;10
69;20;0;0;0;0;0;8;1;15;15;15;1;15;12;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;13;5;6;13;13;11;13;7;13;9;11;0;0;8;0;1;10;15;0;6;13
73;0;19;20;19;19;19;6;8;15;15;15;15;15;1;1;10;10;11;11;9;8;5;5;8;9;11;6;8;12;10;5;8;12;11;12;13;1;1;1;1;1;1;1;1;1;1;1;10;7;11;11;7;14;15;12;0;0
74;0;19;20;19;19;19;5;5;15;15;15;15;15;1;1;9;8;10;13;11;10;5;5;5;13;11;7;7;11;10;5;9;11;7;11;11;1;1;1;1;1;1;1;1;1;1;1;10;7;12;9;6;15;15;11;0;0
75;0;19;20;19;19;19;11;11;15;15;15;15;15;1;1;7;5;10;6;9;12;11;11;7;9;10;6;7;6;10;5;11;5;9;5;9;1;1;1;1;1;1;1;1;1;1;1;7;6;11;7;11;14;15;7;0;0
78;0;20;19;19;19;19;5;9;15;15;15;15;15;1;1;9;10;12;10;13;12;5;5;11;13;13;12;13;11;11;5;9;11;10;11;13;1;1;1;1;1;1;1;1;1;1;1;10;12;12;10;8;16;15;12;0;0
80;0;19;19;19;19;20;5;7;15;15;15;15;15;1;1;11;11;11;12;11;10;5;9;12;10;11;13;6;11;9;5;8;8;8;8;8;1;1;1;1;1;1;1;1;1;1;1;11;12;11;8;7;15;15;11;0;0
81;0;19;19;19;19;20;6;9;15;15;15;15;15;1;1;11;11;12;11;13;11;6;11;12;14;13;13;10;13;11;11;9;10;9;11;10;1;1;1;1;1;1;1;1;1;1;1;11;16;13;10;9;16;15;12;0;0
82;0;19;19;19;19;20;5;7;15;15;15;15;15;1;1;10;10;11;11;8;8;5;8;9;10;12;8;7;10;12;5;8;10;5;10;12;1;1;1;1;1;1;1;1;1;1;1;10;11;11;9;7;14;15;9;0;0
86;0;19;19;19;19;20;5;5;15;15;15;15;15;1;1;11;10;14;12;13;14;5;5;13;12;12;12;8;12;11;5;7;11;7;8;11;1;1;1;1;1;1;1;1;1;1;1;12;14;12;9;7;16;15;12;0;0
87;0;19;19;19;20;19;5;7;15;15;15;15;15;1;1;9;9;10;9;8;8;5;10;11;11;9;9;7;12;7;12;6;7;7;8;8;1;1;1;1;1;1;1;1;1;1;1;9;11;12;7;7;14;15;11;0;0
90;0;19;19;19;19;20;6;8;15;15;15;15;15;15;15;11;9;9;11;12;10;5;9;12;8;10;14;8;12;7;8;6;10;8;8;10;1;1;1;1;1;1;1;1;1;1;1;10;15;11;8;7;16;15;12;0;0
91;0;19;19;19;19;20;6;8;15;15;15;15;15;1;1;11;11;12;13;13;11;5;5;10;12;11;9;11;12;11;5;11;13;11;11;13;1;1;1;1;1;1;1;1;1;1;1;12;15;12;11;8;16;15;11;0;0
95;0;19;19;20;19;19;5;7;15;15;15;15;15;1;1;8;8;8;8;7;7;5;6;11;8;12;13;8;13;8;6;7;8;8;10;11;1;1;1;1;1;1;1;1;1;1;1;8;14;11;8;6;13;15;12;0;0
96;0;19;19;19;20;19;5;7;15;15;15;15;15;1;1;11;11;11;11;12;12;5;5;13;11;12;12;12;12;12;9;11;11;9;11;12;1;1;1;1;1;1;1;1;1;1;1;11;18;12;10;8;16;15;12;0;0
97;0;19;19;19;20;19;6;7;15;15;15;15;15;1;1;13;13;11;11;14;12;5;8;11;14;13;12;11;13;10;12;9;11;10;11;11;1;1;1;1;1;1;1;1;1;1;1;11;17;13;10;8;17;15;12;0;0
98;0;19;19;20;19;19;5;9;15;15;15;15;15;1;1;12;12;11;13;11;11;5;11;12;11;13;13;10;12;10;5;10;10;9;10;10;1;1;1;1;1;1;1;1;1;1;1;12;16;12;9;9;15;15;12;0;0
99;20;0;0;0;0;0;8;1;15;15;15;1;15;12;15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;9;10;15;15;14;11;10;10;8;14;0;0;8;0;1;10;15;0;9;13
101;20;0;0;0;0;0;8;1;15;15;15;1;15;11;11;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;7;9;11;11;11;11;9;11;9;13;0;0;8;0;1;10;15;0;8;11
105;0;20;19;19;19;19;5;5;15;15;15;15;15;1;1;13;12;11;14;14;10;5;5;11;14;13;9;10;13;12;5;8;12;10;12;13;1;1;1;1;1;1;1;1;1;1;1;12;9;13;11;6;17;14;12;0;0
106;0;19;20;19;19;19;7;10;15;15;15;15;15;1;1;8;8;11;8;8;11;5;5;8;9;9;5;8;9;12;5;5;11;10;10;10;1;1;1;1;1;1;1;1;1;1;1;9;6;11;10;7;14;15;10;0;0
111;0;19;20;19;19;19;5;5;15;15;15;15;15;1;1;10;12;12;12;13;12;5;5;10;13;13;10;10;12;12;5;8;12;8;11;14;1;1;1;1;1;1;1;1;1;1;1;11;10;12;10;7;16;15;13;0;0
113;0;19;19;19;19;20;7;6;15;15;15;15;15;1;1;10;10;11;11;9;6;5;8;12;10;11;11;10;12;9;5;5;9;5;9;10;1;1;1;1;1;1;1;1;1;1;1;10;15;11;8;6;14;15;12;0;0
114;0;19;19;19;20;19;5;9;15;15;15;15;15;1;1;13;12;9;12;12;8;5;10;10;15;13;10;8;13;8;11;5;12;7;8;12;1;1;1;1;1;1;1;1;1;1;1;11;13;13;8;7;16;15;11;0;0
116;0;19;19;19;19;20;5;5;15;15;15;15;15;1;1;5;12;10;10;12;5;5;5;11;12;12;9;8;12;6;10;5;5;5;9;5;1;1;1;1;1;1;1;1;1;1;1;8;12;12;6;5;16;15;11;0;0
117;0;19;20;19;19;19;8;9;15;15;15;15;15;1;1;11;9;13;11;12;12;6;5;13;12;12;11;11;13;13;5;11;13;13;12;13;1;1;1;1;1;1;1;1;1;1;1;11;11;12;12;9;16;15;13;0;0
118;0;19;19;20;19;19;5;10;15;15;15;15;15;1;1;10;14;10;10;12;9;5;10;13;13;14;11;9;12;12;12;5;10;7;11;13;1;1;1;1;1;1;1;1;1;1;1;10;14;12;10;7;16;15;12;0;0
119;0;19;19;19;20;19;6;6;15;15;15;15;15;1;1;11;10;9;10;9;6;5;7;7;12;12;8;8;12;10;10;6;9;8;10;11;1;1;1;1;1;1;1;1;1;1;1;10;12;12;9;6;14;15;9;0;0
121;0;19;19;19;19;20;6;9;15;15;15;15;15;1;1;11;9;10;10;10;8;5;10;10;10;10;11;10;11;10;13;7;11;8;11;12;1;1;1;1;1;1;1;1;1;1;1;10;15;11;10;8;15;15;10;0;0
122;0;19;19;19;20;19;7;5;15;15;15;15;15;1;1;10;10;10;10;11;8;5;6;6;10;10;10;8;10;10;13;7;8;5;8;7;1;1;1;1;1;1;1;1;1;1;1;10;13;11;7;6;15;15;8;0;0
125;0;19;19;20;19;19;5;10;15;15;15;15;15;1;1;10;10;10;10;10;10;5;5;10;10;14;15;10;15;13;5;5;14;6;13;13;1;1;1;1;1;1;1;1;1;1;1;10;17;11;11;7;15;15;12;0;0
126;0;19;19;19;19;20;5;5;15;15;15;15;15;1;1;10;10;10;10;8;8;5;9;10;8;10;11;11;14;7;5;5;8;7;5;10;1;1;1;1;1;1;1;1;1;1;1;10;16;11;6;6;14;15;12;0;0
129;0;19;19;19;20;19;5;5;15;15;15;15;15;1;1;12;12;11;13;11;9;5;7;8;11;10;10;7;13;10;10;6;10;5;11;12;1;1;1;1;1;1;1;1;1;1;1;12;12;12;9;6;15;15;10;0;0
131;0;19;19;20;19;19;5;5;15;15;15;15;15;1;1;13;13;13;13;13;12;5;8;15;14;13;13;8;13;8;5;5;8;8;11;11;1;1;1;1;1;1;1;1;1;1;1;13;14;13;8;7;16;15;14;0;0
132;20;0;0;0;0;0;8;1;15;15;15;1;15;12;12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;12;9;9;12;12;12;12;5;12;9;12;0;0;8;0;1;10;15;0;7;12
135;20;0;0;0;0;0;8;1;15;15;15;1;15;10;15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;7;9;9;10;9;9;9;9;9;10;0;0;8;0;1;10;15;0;8;10
143;0;19;20;19;19;19;7;10;15;15;15;15;15;1;1;12;11;12;12;14;13;7;5;9;11;13;10;10;12;12;5;12;12;12;11;14;1;1;1;1;1;1;1;1;1;1;1;12;10;12;11;9;17;15;13;0;0
144;0;19;20;19;19;19;5;8;15;15;15;15;15;1;1;11;11;13;11;13;13;5;5;10;13;12;11;10;10;13;5;7;12;9;11;13;1;1;1;1;1;1;1;1;1;1;1;11;10;12;11;7;16;14;12;0;0
145;0;20;19;19;19;19;5;7;15;15;15;15;15;1;1;13;12;11;14;13;11;5;5;11;13;12;12;13;13;13;5;7;12;9;11;13;1;1;1;1;1;1;1;1;1;1;1;12;12;12;11;7;16;15;12;0;0
146;0;20;19;19;19;19;6;10;15;15;15;15;15;1;1;10;10;12;11;13;10;6;5;11;13;12;12;10;13;12;5;8;11;9;13;12;1;1;1;1;1;1;1;1;1;1;1;11;11;12;11;7;16;15;11;0;0
151;0;19;19;20;19;19;5;10;15;15;15;15;15;1;1;10;10;11;11;12;10;5;7;12;11;11;11;10;10;11;7;5;11;6;10;11;1;1;1;1;1;1;1;1;1;1;1;10;15;12;9;7;16;15;11;0;0
153;0;19;19;19;20;19;5;9;15;15;15;15;15;1;1;10;10;8;10;8;8;5;9;10;10;11;10;6;10;9;10;7;10;6;10;10;1;1;1;1;1;1;1;1;1;1;1;9;11;11;8;7;14;15;10;0;0
158;0;19;19;19;20;19;5;6;15;15;15;15;15;1;1;13;13;11;13;13;12;5;5;11;13;13;9;5;15;13;12;8;11;5;11;13;1;1;1;1;1;1;1;1;1;1;1;12;9;12;10;7;16;15;13;0;0
161;0;19;19;20;19;19;5;5;15;15;15;15;15;1;1;11;12;13;12;13;13;5;5;11;13;12;10;6;14;13;8;10;11;12;11;14;1;1;1;1;1;1;1;1;1;1;1;12;11;12;11;7;16;15;12;0;0
162;0;19;19;20;19;19;8;8;15;15;15;15;15;1;1;11;8;8;12;11;8;8;9;10;11;11;11;10;10;8;5;9;10;8;8;8;1;1;1;1;1;1;1;1;1;1;1;10;15;12;8;8;15;15;10;0;0
164;0;19;19;20;19;19;5;7;15;15;15;15;15;1;1;12;11;13;12;14;13;5;10;14;11;14;13;9;13;11;5;5;11;6;11;12;1;1;1;1;1;1;1;1;1;1;1;12;15;12;9;8;17;15;13;0;0
166;20;0;0;0;0;0;8;1;15;15;15;1;15;11;12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;5;7;13;13;14;14;7;13;9;15;0;0;8;0;1;10;15;0;6;14
168;20;0;0;0;0;0;8;1;15;15;15;1;15;12;13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;10;6;13;13;13;13;10;13;5;14;0;0;8;0;1;10;15;0;8;14
169;0;19;20;19;19;19;5;9;15;15;15;15;15;1;1;10;9;11;8;10;9;5;5;5;9;11;6;7;9;12;5;11;11;9;9;12;1;1;1;1;1;1;1;1;1;1;1;9;6;11;10;7;15;15;11;0;0
176;0;19;20;19;19;19;4;8;14;14;14;14;14;1;1;12;10;10;10;13;11;4;4;10;12;12;8;7;12;12;4;6;12;12;12;12;1;1;1;1;1;1;1;1;1;1;1;11;8;12;13;7;17;15;13;0;0
180;0;19;19;19;19;20;5;9;15;15;15;15;15;1;1;10;10;11;11;12;10;5;7;9;10;12;9;7;10;14;5;6;12;8;12;13;1;1;1;1;1;1;1;1;1;1;1;10;11;11;11;7;16;15;9;0;0
182;0;19;19;20;19;19;5;9;15;15;15;15;15;1;1;12;11;11;13;12;12;5;12;13;11;12;15;12;13;12;5;9;11;9;9;12;1;1;1;1;1;1;1;1;1;1;1;12;19;12;10;9;16;15;13;0;0
183;0;19;19;20;19;19;5;7;15;15;15;15;15;1;1;11;10;10;10;11;7;5;8;10;10;10;10;8;10;9;5;8;9;9;9;10;1;1;1;1;1;1;1;1;1;1;1;10;13;11;9;7;15;14;10;0;0
184;0;19;19;19;19;20;5;5;15;15;15;15;15;1;1;12;11;12;12;12;12;5;9;12;11;12;13;12;14;12;5;11;11;5;12;12;1;1;1;1;1;1;1;1;1;1;1;12;18;12;10;8;16;15;13;0;0
187;0;19;19;19;20;19;7;12;15;15;15;15;15;1;1;10;11;12;10;13;12;5;10;9;10;11;10;8;11;12;11;12;12;10;12;12;1;1;1;1;1;1;1;1;1;1;1;10;13;11;11;10;16;15;10;0;0
189;0;19;19;19;20;19;5;5;15;15;15;15;15;1;1;12;12;12;12;13;12;5;5;12;12;12;11;7;12;11;9;5;12;9;12;12;1;1;1;1;1;1;1;1;1;1;1;12;12;12;11;6;16;15;12;0;0
191;0;19;19;19;20;19;5;8;15;15;15;15;15;15;15;12;12;12;12;13;12;5;8;13;13;13;11;9;14;10;13;7;11;10;10;13;1;1;1;1;1;1;1;1;1;1;1;12;14;12;10;8;16;14;13;0;0
193;0;19;19;19;19;20;5;7;15;15;15;15;15;1;1;11;11;11;12;10;9;5;5;12;9;11;10;7;11;11;5;5;10;7;9;10;1;1;1;1;1;1;1;1;1;1;1;11;12;11;9;6;15;15;11;0;0
194;0;19;19;20;19;19;5;8;15;15;15;15;15;1;1;11;11;13;11;13;13;5;5;12;11;12;12;9;13;9;11;5;10;5;11;11;1;1;1;1;1;1;1;1;1;1;1;11;15;12;8;7;16;15;12;0;0
195;0;19;19;19;19;20;6;6;15;15;15;15;15;1;1;10;9;9;10;11;6;5;7;8;12;9;9;8;12;7;6;5;9;8;10;12;1;1;1;1;1;1;1;1;1;1;1;9;12;12;8;6;15;15;10;0;0
196;0;19;19;20;19;19;5;9;15;15;15;15;15;1;1;10;10;13;12;13;12;5;10;12;11;13;11;7;12;12;5;10;10;7;10;11;1;1;1;1;1;1;1;1;1;1;1;11;12;12;9;9;16;15;12;0;0
198;20;0;0;0;0;0;8;1;15;15;15;1;15;10;12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;10;11;14;15;14;13;9;13;11;14;0;0;8;0;1;10;15;0;10;14
200;20;0;0;0;0;0;8;1;15;15;15;1;15;14;12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;11;11;12;11;13;13;10;12;10;13;0;0;8;0;1;10;15;0;10;13
201;20;0;0;0;0;0;8;1;15;15;15;1;15;13;13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;9;10;14;14;13;13;9;14;9;15;0;0;8;0;1;10;15;0;9;14
202;20;0;0;0;0;0;8;1;15;15;15;1;15;14;14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;8;7;13;13;14;14;10;13;5;15;0;0;8;0;1;10;15;0;8;14
204;0;20;19;19;19;19;9;7;14;14;14;14;14;1;1;5;4;9;9;10;12;10;4;4;9;9;8;4;7;4;4;5;9;9;9;8;1;1;1;1;1;1;1;1;1;1;1;8;7;11;8;8;15;15;9;0;0
210;0;20;19;19;19;19;9;9;15;15;15;15;15;1;1;11;11;11;11;13;13;9;9;13;11;12;9;11;11;13;7;11;13;13;13;13;1;1;1;1;1;1;1;1;1;1;1;11;10;12;13;10;16;15;13;0;0
211;0;19;19;19;19;20;9;8;15;15;15;8;15;1;1;7;7;12;10;11;11;8;10;10;5;11;9;7;8;10;5;12;6;5;5;5;1;1;1;1;1;1;1;1;1;1;1;9;11;11;6;10;15;15;9;0;0
213;0;19;19;19;19;20;5;9;15;15;15;15;15;1;1;13;13;12;13;11;9;5;9;13;10;12;13;8;15;10;5;9;9;5;7;9;1;1;1;1;1;1;1;1;1;1;1;12;14;11;7;8;15;15;14;0;0
216;0;19;19;20;19;19;5;5;15;15;15;15;15;1;1;13;13;11;13;13;11;5;13;13;7;13;15;11;15;10;5;5;11;5;10;6;1;1;1;1;1;1;1;1;1;1;1;12;18;10;9;7;16;15;14;0;0
217;0;19;19;20;19;19;5;9;15;15;15;15;15;1;1;11;11;9;11;9;9;5;9;9;10;9;9;5;12;9;7;9;9;6;11;11;1;1;1;1;1;1;1;1;1;1;1;10;9;11;8;8;14;15;10;0;0
218;0;19;19;19;20;19;5;7;15;15;15;15;15;1;1;12;12;11;12;9;7;5;7;10;11;10;7;6;10;9;7;5;5;5;9;9;1;1;1;1;1;1;1;1;1;1;1;11;9;12;7;6;14;15;10;0;0
222;0;19;19;19;20;19;5;5;15;15;15;15;15;1;1;5;5;5;8;11;6;5;5;12;12;12;12;9;12;5;12;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;6;15;12;5;5;15;15;12;0;0
223;0;19;19;19;20;19;5;5;15;15;15;15;15;1;1;10;11;9;10;12;10;5;5;6;12;12;10;8;12;8;11;5;8;5;8;9;1;1;1;1;1;1;1;1;1;1;1;9;13;12;7;6;16;15;9;0;0
224;0;19;19;20;19;19;5;7;15;15;15;15;15;1;1;12;12;12;12;12;12;5;12;13;9;12;13;7;12;11;11;7;8;5;10;11;1;1;1;1;1;1;1;1;1;1;1;12;13;11;8;8;16;15;12;0;0
226;0;19;19;20;19;19;6;9;15;15;15;15;15;1;1;12;12;12;12;13;9;5;11;11;14;13;10;10;12;10;5;5;10;9;12;10;1;1;1;1;1;1;1;1;1;1;1;12;15;13;10;8;16;15;11;0;0
228;0;19;19;19;19;20;9;9;15;15;15;15;15;1;1;10;8;8;12;11;11;5;9;12;9;10;11;10;13;5;5;6;7;5;5;9;1;1;1;1;1;1;1;1;1;1;1;10;15;11;5;8;15;15;12;0;0
230;0;19;19;19;19;20;5;5;15;15;15;15;15;1;1;12;12;12;12;13;5;5;9;11;10;12;12;12;11;6;7;6;9;7;7;10;1;1;1;1;1;1;1;1;1;1;1;12;18;11;7;6;16;15;11;0;0
232;20;0;0;0;0;0;8;1;15;15;15;1;15;11;12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;5;7;14;14;13;13;7;14;7;14;0;0;8;0;1;10;15;0;6;13
233;20;0;0;0;0;0;8;1;15;15;15;1;15;11;11;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;9;11;14;14;12;12;11;13;13;16;0;0;8;0;1;10;15;0;10;13
234;20;0;0;0;0;0;8;1;15;15;15;1;15;12;13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;8;9;13;13;14;14;9;14;12;15;0;0;8;0;1;10;15;0;8;14
236;0;19;20;19;19;19;5;8;15;15;15;15;15;1;1;11;9;13;10;11;11;5;5;7;10;12;7;9;9;13;5;12;12;10;10;13;1;1;1;1;1;1;1;1;1;1;1;11;8;11;11;8;15;15;12;0;0
238;0;20;19;19;19;19;7;8;15;15;15;15;15;1;1;11;11;13;13;13;13;5;5;12;12;12;11;11;12;13;5;11;12;10;13;13;1;1;1;1;1;1;1;1;1;1;1;12;11;12;12;8;16;15;12;0;0
242;0;19;20;19;19;19;7;9;15;15;15;15;15;1;1;11;11;11;11;11;10;5;5;8;13;12;9;8;12;10;5;10;11;10;8;12;1;1;1;1;1;1;1;1;1;1;1;11;8;12;9;8;15;15;11;0;0
