PlayerId;G;LD;RD;LW;C;RW;Aggression;Bravery;Determination;Teamplayer;Leadership;Temperament;Professionalism;Mental Toughness;Goalie Stamina;Acceleration;Agility;Balance;Speed;Stamina;Strength;Fighting;Screening;Getting Open;Passing;Puck Handling;Shooting Accuracy;Shooting Range;Offensive Read;Checking;Faceoffs;Hitting;Positioning;Shot Blocking;Stickchecking;Defensive Read;G Positioning;G Passing;G Pokecheck;Blocker;Glove;Rebound;Recovery;G Puckhandling;Low Shots;G Skating;Reflexes;Skating;Shooting;Playmaking;Defending;Physicality;Conditioning;Character;Hockey Sense;Goalie Technique;Goalie Overall Positioning
51;0;5;5;19;20;19;5;9;15;15;15;15;15;1;1;13;12;14;13;13;14;5;9;13;14;14;12;9;14;14;12;9;11;8;13;14;1;1;1;1;1;1;1;1;1;1;1;13;15;13;11;9;16;15;13;0;0
52;0;5;5;20;19;19;6;12;15;15;15;15;15;1;1;17;14;17;16;17;17;5;12;16;17;18;15;9;17;19;10;15;17;11;17;17;1;1;1;1;1;1;1;1;1;1;1;16;16;14;16;12;18;15;16;0;0
54;0;5;5;19;20;19;5;11;15;15;15;15;15;1;1;15;14;18;15;18;19;5;17;19;17;18;16;12;18;18;16;10;16;11;17;17;1;1;1;1;1;1;1;1;1;1;1;16;20;14;15;12;19;15;18;0;0
55;0;5;5;19;19;20;5;9;15;15;15;15;15;1;1;15;12;18;16;18;18;5;9;19;16;19;16;11;18;19;5;15;14;10;17;18;1;1;1;1;1;1;1;1;1;1;1;16;19;13;15;11;19;15;18;0;0
60;0;5;5;20;19;19;5;8;15;15;15;15;15;1;1;15;16;15;13;15;13;5;9;15;13;15;15;8;15;13;5;5;13;6;13;13;1;1;1;1;1;1;1;1;1;1;1;14;15;12;11;8;17;15;15;0;0
64;0;5;5;20;19;19;5;10;15;15;15;15;15;1;1;15;15;17;15;17;17;5;13;18;17;18;18;12;18;17;9;11;13;9;17;17;1;1;1;1;1;1;1;1;1;1;1;15;21;14;14;11;18;15;18;0;0
66;20;0;0;0;0;0;8;1;15;15;15;1;15;9;9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;9;9;11;11;12;12;8;11;9;14;0;0;8;0;1;10;15;0;8;13
67;20;0;0;0;0;0;8;1;15;15;15;1;15;13;11;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;16;5;7;15;15;15;15;8;16;7;16;0;0;8;0;1;10;15;0;6;15
71;0;19;20;5;5;5;5;8;15;15;15;15;15;1;1;12;10;16;13;15;16;5;5;13;14;14;7;12;13;16;5;12;14;14;15;16;1;1;1;1;1;1;1;1;1;1;1;13;9;13;14;9;17;15;15;0;0
74;0;20;19;5;5;5;5;8;15;15;15;15;15;1;1;14;12;15;12;15;16;5;5;14;15;16;8;12;15;15;5;14;15;12;15;16;1;1;1;1;1;1;1;1;1;1;1;13;10;13;14;9;17;15;15;0;0
75;0;19;20;5;5;5;5;13;15;15;15;15;15;1;1;14;12;18;13;17;20;5;5;19;19;20;12;13;18;19;5;14;16;13;18;19;1;1;1;1;1;1;1;1;1;1;1;15;12;14;16;11;18;15;17;0;0
76;0;19;20;5;5;5;5;13;15;15;15;15;15;1;1;17;15;18;15;17;19;5;5;18;18;18;12;17;18;19;5;17;18;17;18;19;1;1;1;1;1;1;1;1;1;1;1;16;14;14;18;11;18;15;18;0;0
78;0;5;5;20;19;19;5;10;15;15;15;15;15;1;1;13;13;16;14;15;15;5;7;17;16;16;13;10;16;17;5;11;15;5;16;17;1;1;1;1;1;1;1;1;1;1;1;14;16;13;13;9;17;15;16;0;0
86;0;5;5;19;19;20;5;8;15;15;15;15;15;1;1;17;10;19;16;17;19;5;15;19;17;20;17;9;19;19;13;15;15;5;18;18;1;1;1;1;1;1;1;1;1;1;1;17;17;14;14;12;18;15;19;0;0
87;0;5;5;20;19;19;5;9;15;15;15;15;15;1;1;15;14;17;13;17;17;5;10;16;16;17;12;12;17;17;5;15;15;12;16;17;1;1;1;1;1;1;1;1;1;1;1;15;18;13;15;11;18;15;16;0;0
88;0;5;5;20;19;19;8;13;15;15;15;15;15;1;1;12;11;13;13;14;12;5;10;12;13;14;11;7;14;14;12;10;13;10;13;15;1;1;1;1;1;1;1;1;1;1;1;12;12;12;12;10;17;15;13;0;0
89;0;5;5;19;20;19;5;11;15;15;15;15;15;1;1;16;15;18;15;17;18;5;11;18;17;17;16;10;19;18;15;15;15;12;17;19;1;1;1;1;1;1;1;1;1;1;1;16;18;14;15;12;18;15;18;0;0
91;0;8;8;12;20;12;10;12;12;12;11;12;11;1;1;13;12;14;13;14;13;7;12;12;10;11;13;3;10;9;12;10;11;5;11;10;1;1;1;1;1;1;1;1;1;1;1;13;9;10;9;11;17;12;11;0;0
92;0;5;8;12;10;20;5;12;15;15;15;15;15;1;1;14;14;14;14;13;12;5;8;12;16;15;12;8;16;16;5;12;15;5;15;16;1;1;1;1;1;1;1;1;1;1;1;14;14;13;12;9;16;15;14;0;0
93;0;5;8;12;10;20;5;10;15;15;15;15;15;1;1;15;12;15;15;12;12;5;10;12;12;15;12;9;15;15;5;5;15;5;15;15;1;1;1;1;1;1;1;1;1;1;1;15;15;12;12;8;16;15;13;0;0
97;0;5;8;12;10;20;8;10;11;10;10;9;10;1;1;11;11;11;12;12;11;5;12;11;12;13;12;5;11;13;8;11;14;6;13;12;1;1;1;1;1;1;1;1;1;1;1;11;11;10;11;10;15;11;11;0;0
98;0;20;19;5;5;5;5;9;15;15;15;15;15;1;1;15;14;18;17;18;19;5;5;18;18;18;12;15;18;18;5;17;15;17;17;19;1;1;1;1;1;1;1;1;1;1;1;16;13;14;16;11;19;15;17;0;0
99;20;0;0;0;0;0;8;1;15;15;15;15;15;18;18;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;20;12;15;19;20;19;20;12;19;12;20;0;0;8;0;1;10;15;0;13;20
100;20;0;0;0;0;0;8;1;15;15;15;1;15;15;15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;16;10;12;17;16;16;15;12;16;12;18;0;0;8;0;1;10;15;0;11;15
101;20;0;0;0;0;0;8;1;15;15;15;1;15;12;14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;6;13;13;13;13;13;10;13;6;15;0;0;8;0;1;10;15;0;9;14
102;20;0;0;0;0;0;8;1;15;15;15;1;15;12;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;13;5;6;13;13;11;13;7;13;9;11;0;0;8;0;1;10;15;0;6;13
105;0;20;19;5;5;5;5;10;15;15;15;15;15;1;1;15;15;17;15;17;17;5;5;17;18;18;12;17;18;17;5;12;16;13;17;18;1;1;1;1;1;1;1;1;1;1;1;15;14;14;15;9;18;15;17;0;0
106;0;20;14;8;5;5;5;5;15;15;15;15;15;1;1;14;14;5;5;12;5;5;5;5;14;12;9;10;14;5;5;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;8;9;13;5;5;16;15;5;0;0
107;0;19;20;5;5;5;12;15;15;15;15;15;15;1;1;18;15;16;15;15;15;9;5;12;15;16;11;12;15;17;5;14;16;15;15;18;1;1;1;1;1;1;1;1;1;1;1;16;11;13;15;12;17;15;17;0;0
108;0;19;20;5;5;5;5;8;15;15;15;15;15;1;1;10;10;14;10;11;14;5;5;10;12;13;7;11;10;15;5;10;11;12;14;15;1;1;1;1;1;1;1;1;1;1;1;11;9;12;13;8;15;15;13;0;0
109;0;20;19;5;5;5;5;5;15;15;15;15;15;1;1;10;11;13;10;13;13;5;5;11;11;14;5;12;12;15;5;5;12;14;12;14;1;1;1;1;1;1;1;1;1;1;1;11;8;12;13;6;16;15;13;0;0
111;0;20;19;5;5;5;5;12;15;15;15;15;15;1;1;16;15;18;15;17;18;5;5;17;17;18;12;15;17;18;5;17;17;15;17;17;1;1;1;1;1;1;1;1;1;1;1;16;13;14;16;11;18;15;17;0;0
112;0;5;5;20;19;19;9;13;15;15;15;15;15;1;1;12;12;13;13;13;10;5;9;12;11;13;14;8;12;14;8;10;13;9;13;13;1;1;1;1;1;1;1;1;1;1;1;12;15;12;12;10;16;15;12;0;0
113;0;5;5;19;19;20;7;12;15;15;15;15;15;1;1;14;14;12;14;12;10;5;7;11;15;13;12;7;14;11;8;5;12;10;15;14;1;1;1;1;1;1;1;1;1;1;1;13;13;13;12;8;16;15;12;0;0
115;0;20;19;5;5;5;5;12;15;15;15;15;15;1;1;12;11;15;12;13;13;5;5;8;12;14;8;9;11;13;5;9;15;15;14;15;1;1;1;1;1;1;1;1;1;1;1;13;8;12;14;8;16;15;15;0;0
116;0;8;5;15;20;15;5;5;15;15;15;15;15;1;1;16;5;5;16;5;5;5;16;16;5;16;16;9;16;5;12;5;5;5;5;5;1;1;1;1;1;1;1;1;1;1;1;12;17;10;5;7;12;15;16;0;0
118;0;5;5;19;20;19;5;11;15;15;15;15;15;1;1;13;13;14;11;14;12;5;10;10;14;15;12;8;13;14;13;5;12;5;13;14;1;1;1;1;1;1;1;1;1;1;1;12;14;13;11;8;17;15;11;0;0
120;0;5;5;19;20;19;11;12;15;15;15;15;15;1;1;12;11;14;13;13;14;5;14;14;11;13;12;8;12;14;9;12;12;11;13;14;1;1;1;1;1;1;1;1;1;1;1;13;14;12;12;12;16;15;13;0;0
122;0;5;5;19;20;19;5;13;15;15;15;15;15;15;1;17;16;18;17;17;18;5;17;17;18;19;18;10;18;17;14;13;15;5;17;18;1;1;1;1;1;1;1;1;1;1;1;17;19;14;13;13;18;15;17;0;0
123;0;5;5;19;20;19;5;9;15;15;15;15;15;1;1;15;16;15;13;15;14;6;14;13;16;16;13;9;16;15;17;14;15;12;14;16;1;1;1;1;1;1;1;1;1;1;1;14;15;13;14;11;17;15;14;0;0
124;0;5;5;19;20;19;5;11;15;15;15;15;15;1;1;15;16;16;16;16;15;5;11;16;17;16;14;11;18;16;15;8;15;11;16;17;1;1;1;1;1;1;1;1;1;1;1;15;18;14;14;10;18;15;17;0;0
126;0;5;5;20;19;19;6;10;15;15;15;15;15;1;1;12;12;11;12;13;12;5;10;13;14;13;13;12;15;10;7;10;10;10;10;12;1;1;1;1;1;1;1;1;1;1;1;11;18;13;10;9;16;15;14;0;0
130;0;5;5;19;19;20;5;11;15;15;15;15;15;1;1;19;17;17;19;17;17;5;13;20;19;20;19;11;20;17;5;11;13;7;15;17;1;1;1;1;1;1;1;1;1;1;1;18;20;14;13;11;18;15;20;0;0
132;20;0;0;0;0;0;8;1;15;15;15;1;15;17;13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;18;5;12;17;17;17;18;5;17;5;18;0;0;8;0;1;10;15;0;7;18
134;20;0;0;0;0;0;8;1;15;15;15;1;15;15;15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;19;10;10;17;17;17;15;10;15;10;17;0;0;8;0;1;10;15;0;10;17
135;20;0;0;0;0;0;8;1;15;15;15;1;15;17;17;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;18;11;11;17;17;17;17;11;17;11;19;0;0;8;0;1;10;15;0;11;17
136;0;19;20;5;5;5;6;12;15;15;15;15;15;1;1;16;15;16;15;16;16;5;6;12;15;15;10;13;15;17;5;13;17;17;16;18;1;1;1;1;1;1;1;1;1;1;1;15;11;13;16;10;18;15;17;0;0
137;0;19;20;5;5;5;10;13;15;15;15;15;15;1;1;13;12;16;14;15;17;5;10;13;14;16;10;12;13;16;5;16;17;15;13;16;1;1;1;1;1;1;1;1;1;1;1;14;11;13;15;13;17;15;16;0;0
139;0;5;5;19;19;20;5;11;15;15;15;15;15;1;1;14;13;16;15;16;16;5;12;17;16;16;15;12;17;17;6;15;14;11;16;16;1;1;1;1;1;1;1;1;1;1;1;15;19;13;14;11;18;15;17;0;0
142;0;19;20;5;5;5;5;5;15;15;15;15;15;1;1;14;14;15;15;15;16;5;5;15;16;15;11;15;15;13;5;11;15;14;15;16;1;1;1;1;1;1;1;1;1;1;1;14;13;13;14;8;17;15;15;0;0
143;0;20;19;5;5;5;5;13;15;15;15;15;15;1;1;15;15;15;16;17;15;5;5;15;16;16;12;15;15;15;5;10;16;13;15;16;1;1;1;1;1;1;1;1;1;1;1;15;13;13;14;9;18;15;16;0;0
144;0;19;20;5;5;5;5;10;15;15;15;15;15;15;1;13;13;14;13;14;14;5;5;10;14;14;9;9;11;15;5;9;13;14;13;15;1;1;1;1;1;1;1;1;1;1;1;13;9;13;13;8;17;15;14;0;0
146;0;5;5;19;19;20;5;9;15;15;15;15;15;1;1;14;11;15;14;14;12;5;6;12;14;15;12;9;14;15;5;8;15;6;13;15;1;1;1;1;1;1;1;1;1;1;1;14;15;13;12;8;17;15;13;0;0
147;0;5;5;19;20;19;5;8;15;15;15;15;15;1;1;16;15;17;16;17;17;5;14;18;18;17;17;10;18;17;15;13;16;5;16;17;1;1;1;1;1;1;1;1;1;1;1;16;18;14;13;11;18;15;18;0;0
148;0;5;5;20;19;19;5;9;15;15;15;15;15;1;1;15;13;16;16;15;16;5;10;16;15;14;15;10;17;17;5;16;15;7;16;16;1;1;1;1;1;1;1;1;1;1;1;15;17;13;13;11;17;15;16;0;0
150;0;5;5;19;19;20;5;11;15;15;15;15;15;1;1;17;15;18;15;17;18;5;15;19;18;18;18;9;19;17;5;12;15;5;17;18;1;1;1;1;1;1;1;1;1;1;1;16;18;14;13;12;18;15;19;0;0
151;0;8;5;20;10;18;10;13;12;12;12;10;13;1;1;13;14;14;14;15;13;8;12;11;12;13;12;4;12;11;9;13;13;6;12;13;1;1;1;1;1;1;1;1;1;1;1;13;10;10;10;12;17;11;11;0;0
152;0;5;5;19;20;19;6;12;15;15;15;15;15;1;1;17;17;14;17;16;16;5;10;15;18;14;14;8;18;17;15;13;15;12;17;17;1;1;1;1;1;1;1;1;1;1;1;16;15;14;15;11;18;15;16;0;0
153;0;5;5;19;20;19;5;5;15;15;15;15;15;1;1;17;16;17;17;17;17;5;17;18;14;17;18;12;17;16;12;9;14;5;16;16;1;1;1;1;1;1;1;1;1;1;1;17;21;13;12;10;18;15;17;0;0
155;0;19;20;5;5;5;5;11;15;15;15;15;15;1;1;12;13;13;14;15;15;6;5;7;13;14;6;11;12;15;5;12;15;15;15;16;1;1;1;1;1;1;1;1;1;1;1;13;8;12;15;9;17;15;15;0;0
157;0;5;5;19;19;20;5;11;15;15;15;15;15;1;1;15;15;18;15;17;18;5;15;19;17;18;17;12;19;17;5;10;15;11;17;17;1;1;1;1;1;1;1;1;1;1;1;16;20;14;15;11;18;15;19;0;0
158;0;5;8;12;10;20;11;12;15;15;15;15;15;1;1;11;9;10;11;7;8;5;8;7;7;8;10;6;8;10;6;8;10;6;11;5;1;1;1;1;1;1;1;1;1;1;1;10;11;10;9;9;13;15;7;0;0
162;0;5;8;18;10;20;4;10;11;10;10;13;10;1;1;12;12;12;13;12;10;2;13;15;11;12;15;6;11;10;10;10;12;6;12;12;1;1;1;1;1;1;1;1;1;1;1;12;13;11;10;9;16;6;13;0;0
163;0;5;5;19;20;19;9;15;15;15;15;15;15;1;1;17;17;17;16;17;17;5;17;18;17;16;19;12;19;17;14;14;15;10;16;17;1;1;1;1;1;1;1;1;1;1;1;16;21;14;14;14;18;15;18;0;0
165;20;0;0;0;0;0;8;1;15;15;15;1;15;15;15;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;18;12;12;15;16;15;17;15;17;12;18;0;0;8;0;1;10;15;0;13;17
168;20;0;0;0;0;0;8;1;15;15;15;1;15;12;12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;15;9;8;13;13;13;16;9;14;9;15;0;0;8;0;1;10;14;0;8;15
170;0;20;19;5;5;5;6;11;15;15;15;15;15;1;1;15;13;16;13;15;16;5;5;13;15;16;9;12;15;17;5;16;15;14;16;17;1;1;1;1;1;1;1;1;1;1;1;14;10;13;15;10;17;15;16;0;0
171;0;20;19;5;5;5;5;7;15;15;15;15;15;1;1;11;10;15;12;14;14;5;5;13;15;15;8;9;13;15;5;12;14;12;15;15;1;1;1;1;1;1;1;1;1;1;1;12;8;13;14;8;17;15;14;0;0
174;0;19;20;5;5;5;5;7;15;15;15;15;15;15;1;13;11;15;12;12;15;5;5;11;13;15;8;10;13;16;5;13;15;13;13;16;1;1;1;1;1;1;1;1;1;1;1;13;9;12;14;9;16;15;15;0;0
175;0;5;5;19;20;19;5;11;15;15;15;15;15;1;1;15;13;18;15;17;19;5;15;18;18;18;18;9;18;19;15;15;15;12;18;18;1;1;1;1;1;1;1;1;1;1;1;16;18;14;16;13;18;15;18;0;0
178;0;20;19;5;5;5;5;14;15;15;15;15;15;1;1;17;15;18;16;17;18;5;5;18;18;18;12;17;18;19;5;18;17;17;18;18;1;1;1;1;1;1;1;1;1;1;1;17;14;14;17;12;18;15;17;0;0
179;0;5;5;19;19;20;5;11;15;15;15;15;15;1;1;17;15;18;17;17;18;5;13;19;18;18;18;11;18;18;5;16;17;11;17;17;1;1;1;1;1;1;1;1;1;1;1;17;20;14;15;12;18;15;18;0;0
181;0;5;5;19;19;20;5;9;15;15;15;15;15;15;1;12;11;15;15;14;14;5;11;12;13;16;10;8;14;16;5;11;15;5;16;16;1;1;1;1;1;1;1;1;1;1;1;14;13;12;13;10;17;15;13;0;0
183;0;5;5;20;19;19;5;10;15;15;15;15;15;1;1;11;11;14;11;14;14;5;11;11;13;13;12;8;14;15;5;10;14;10;15;14;1;1;1;1;1;1;1;1;1;1;1;12;14;12;13;10;17;15;12;0;0
184;0;5;5;19;20;19;6;13;15;15;15;15;15;1;1;16;15;18;16;17;18;5;17;17;16;18;17;12;17;17;15;15;15;11;15;16;1;1;1;1;1;1;1;1;1;1;1;16;20;13;14;13;18;15;17;0;0
185;0;5;5;19;20;19;5;17;15;15;15;15;15;1;1;17;17;17;17;17;17;5;18;18;17;18;15;11;18;17;17;10;17;8;17;18;1;1;1;1;1;1;1;1;1;1;1;17;18;14;14;13;18;15;18;0;0
190;0;5;5;19;20;19;5;9;15;15;15;15;15;1;1;14;12;15;15;16;16;5;14;15;16;15;13;10;15;16;12;15;14;11;15;15;1;1;1;1;1;1;1;1;1;1;1;14;16;13;14;11;18;15;15;0;0
191;0;5;5;20;19;19;5;11;15;15;15;15;15;1;1;18;17;16;17;17;16;5;13;17;18;18;18;12;18;15;5;9;17;12;17;17;1;1;1;1;1;1;1;1;1;1;1;17;21;14;15;10;18;15;17;0;0
192;0;5;5;20;19;19;5;11;15;15;15;15;15;1;1;13;13;17;15;15;17;5;15;15;15;15;15;11;15;17;5;15;13;10;15;15;1;1;1;1;1;1;1;1;1;1;1;15;18;13;13;12;17;15;15;0;0
193;0;5;5;20;19;19;5;11;15;15;15;15;15;1;1;15;14;15;15;15;15;5;8;15;15;15;11;9;16;14;5;9;13;9;15;17;1;1;1;1;1;1;1;1;1;1;1;15;14;13;12;9;17;15;15;0;0
197;0;5;8;12;10;20;10;11;13;12;12;11;12;1;1;11;12;12;12;12;11;6;13;11;12;13;12;5;11;13;8;11;13;5;12;12;1;1;1;1;1;1;1;1;1;1;1;11;11;11;10;11;15;14;11;0;0
198;20;0;0;0;0;0;11;1;15;15;15;1;15;13;13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;16;10;10;14;14;13;16;11;16;10;16;0;0;8;0;2;10;15;0;10;16
203;0;5;5;19;19;20;5;7;15;15;15;15;15;15;1;13;14;15;13;15;13;5;5;12;15;15;15;9;15;15;5;12;14;7;14;15;1;1;1;1;1;1;1;1;1;1;1;13;16;13;12;8;17;15;13;0;0
211;0;5;5;20;19;19;5;12;15;15;15;15;15;1;1;10;10;16;14;13;5;5;10;11;16;16;11;11;16;15;10;10;17;5;15;15;1;1;1;1;1;1;1;1;1;1;1;13;16;13;13;8;16;15;13;0;0
217;0;8;5;20;10;14;12;13;15;15;15;15;15;1;1;15;13;13;15;11;9;6;9;11;13;13;13;9;13;9;9;9;12;8;9;13;1;1;1;1;1;1;1;1;1;1;1;14;15;12;9;10;15;15;12;0;0
219;0;5;5;19;20;19;5;12;15;15;15;15;15;1;1;15;13;18;15;17;19;5;15;18;17;18;18;9;19;19;14;16;14;10;17;18;1;1;1;1;1;1;1;1;1;1;1;16;18;14;15;13;18;15;18;0;0
226;0;5;5;20;19;19;10;15;15;15;15;15;15;1;1;17;15;17;17;17;15;5;15;19;17;19;18;12;19;15;5;12;16;5;15;17;1;1;1;1;1;1;1;1;1;1;1;17;21;14;12;13;18;15;19;0;0
227;0;5;5;20;19;19;5;12;15;15;15;15;15;1;1;16;17;17;17;18;18;5;12;18;17;18;18;12;18;18;5;10;15;12;17;17;1;1;1;1;1;1;1;1;1;1;1;16;21;14;15;11;19;15;18;0;0
228;0;5;5;19;19;20;5;5;15;15;15;15;15;1;1;16;16;16;16;15;17;5;16;16;15;16;17;12;17;16;11;10;16;5;13;15;1;1;1;1;1;1;1;1;1;1;1;16;20;13;12;10;17;15;16;0;0
232;20;0;0;0;0;0;8;1;15;15;15;15;15;20;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;20;10;13;20;20;20;20;13;20;13;20;0;0;8;0;1;10;15;0;12;20
236;0;19;20;5;5;5;5;12;15;15;15;15;15;1;1;15;15;17;15;17;17;5;5;18;18;18;12;15;17;18;5;14;17;15;17;18;1;1;1;1;1;1;1;1;1;1;1;15;13;14;16;10;18;15;17;0;0
